Case_Study_ID,Question_ID,Scenario_Text,Question_Text,Option_A,Option_B,Option_C,Option_D,Correct_Option,Reasoning,Chapter/Unit_Name
1,700,N/A - Module 2 PDF,What is the purpose of the map() function in Python?,To create a dictionary,To apply a function to all items in an iterable,To handle errors,To create loops,b,b) To apply a function to all items in an iterable,Unit 2: Python (30 Questions)
1,701,N/A - Module 2 PDF,"What is the output of the following Python code? python Copy x = 3 if x < 5: print(""Small"") else: print(""Large"")",Small,Large,Error,None,a,a) Small,Unit 2: Python (30 Questions)
1,702,N/A - Module 2 PDF,Which Python library is used for time series analysis?,Pandas,Statsmodels,Matplotlib,NumPy,b,b) Statsmodels,Unit 2: Python (30 Questions)
1,703,N/A - Module 2 PDF,What does the remove() method do in a Python list?,Removes the first occurrence of a specified value,Sorts the list,Reverses the list,Adds an item to the list,a,a) Removes the first occurrence of a specified value,Unit 2: Python (30 Questions)
1,704,N/A - Module 2 PDF,Which Python operator is used for division?,*,/,%,**,b,b) /,Unit 2: Python (30 Questions)
1,705,N/A - Module 2 PDF,What is the purpose of the break statement in a Python loop?,To skip the current iteration,To exit the loop entirely,To execute code if the loop completes,To handle errors,b,b) To exit the loop entirely,Unit 2: Python (30 Questions)
1,706,N/A - Module 2 PDF,"What is the output of the following Python code? python Copy x = ""Grok"" print(x.upper())",grok,GROK,Grok,Error,b,b) GROK,Unit 2: Python (30 Questions)
1,707,N/A - Module 2 PDF,Which Python concept allows for iteration over multiple sequences?,Variables,Zip function,Loops,Operators,b,b) Zip function,Unit 2: Python (30 Questions)
1,708,N/A - Module 2 PDF,What does the extend() method do in a Python list?,Removes all items from the list,Adds multiple items to the end of the list,Sorts the list,Reverses the list,b,b) Adds multiple items to the end of the list,Unit 2: Python (30 Questions)
1,709,N/A - Module 2 PDF,Which Python library is used for data preprocessing?,Pandas,Matplotlib,Scikit-learn,Plotly,c,c) Scikit-learn,Unit 2: Python (30 Questions)
1,710,N/A - Module 2 PDF,"What is the output of the following Python code? python Copy x = {1, 2, 3} print(len(x))",1,2,3,Error,c,c) 3,Unit 2: Python (30 Questions)
1,711,N/A - Module 2 PDF,Which Python operator is used for floor division?,*,/,//,%,c,c) //,Unit 2: Python (30 Questions)
1,712,N/A - Module 2 PDF,What is the purpose of the not operator in Python?,To assign a value,To negate a boolean expression,To perform arithmetic operations,To create loops,b,b) To negate a boolean expression,Unit 2: Python (30 Questions)
1,713,N/A - Module 2 PDF,"What is the output of the following Python code? python Copy x = [1, 2, 3] print(x[2])",1,2,3,Error,c,c) 3,Unit 2: Python (30 Questions)
1,714,N/A - Module 2 PDF,Which Python concept is used for defining custom data types?,Loops,Classes,Functions,Variables,b,b) Classes,Unit 2: Python (30 Questions)
1,715,N/A - Module 2 PDF,What does the split() method do in Python?,Combines a list of strings into a single string,Splits a string into a list based on a delimiter,Reverses a string,Converts a string to uppercase,b,b) Splits a string into a list based on a delimiter,Unit 2: Python (30 Questions)
1,716,N/A - Module 2 PDF,Which Python library is used for natural language processing?,Pandas,NLTK,Matplotlib,NumPy,b,b) NLTK,Unit 2: Python (30 Questions)
1,717,N/A - Module 2 PDF,"What is the output of the following Python code? python Copy x = {""name"": ""Grok""} print(x[""name""])",Grok,name,Error,None,a,a) Grok,Unit 2: Python (30 Questions)
1,718,N/A - Module 2 PDF,Which Python statement defines a loop that iterates a specific number of times?,while,for,if,def,b,b) for,Unit 2: Python (30 Questions)
1,719,N/A - Module 2 PDF,What does the index() method do in a Python list?,Returns the index of the first occurrence of a value,Sorts the list,Reverses the list,Adds an item to the list,a,a) Returns the index of the first occurrence of a value,Unit 2: Python (30 Questions)
1,720,N/A - Module 2 PDF,What is the purpose of the nonlocal keyword in Python?,To define a loop,To declare a variable as nonlocal within a nested function,To handle errors,To create visualizations,b,b) To declare a variable as nonlocal within a nested function,Unit 2: Python (30 Questions)
1,721,N/A - Module 2 PDF,What is the primary purpose of KNIME’s “Workflow Variables”?,To create visualizations,To store and pass dynamic values between nodes,To load data from a CSV file,To perform machine learning,b,b) To store and pass dynamic values between nodes,Unit 3: KNIME (30 Questions)
1,722,N/A - Module 2 PDF,Which KNIME node is used for naive Bayes modeling?,Naive Bayes,File Reader,Scatter Plot,Decision Tree,a,a) Naive Bayes,Unit 3: KNIME (30 Questions)
1,723,N/A - Module 2 PDF,What is the purpose of the “Concatenate” node in KNIME?,To create visualizations,To combine multiple datasets into one,To load data from a database,To generate reports,b,b) To combine multiple datasets into one,Unit 3: KNIME (30 Questions)
1,724,N/A - Module 2 PDF,Which KNIME feature supports integration with JavaScript?,JavaScript View node,Workflow automation,Model deployment,Data cleaning,a,a) JavaScript View node,Unit 3: KNIME (30 Questions)
1,725,N/A - Module 2 PDF,What is the purpose of the “One-Hot Encoding” node in KNIME?,To create dashboards,To convert categorical data into numerical format,To load data from a CSV file,To automate workflows,b,b) To convert categorical data into numerical format,Unit 3: KNIME (30 Questions)
1,726,N/A - Module 2 PDF,Which KNIME node is used for DBSCAN clustering?,DBSCAN,File Reader,Decision Tree,Statistics,a,a) DBSCAN,Unit 3: KNIME (30 Questions)
1,727,N/A - Module 2 PDF,What is the benefit of KNIME’s “Data Apps”?,They slow down workflows,They allow users to create interactive applications from workflows,They restrict data access,They create visualizations,b,b) They allow users to create interactive applications from workflows,Unit 3: KNIME (30 Questions)
1,728,N/A - Module 2 PDF,Which KNIME node is used for XGBoost modeling?,XGBoost,File Reader,Scatter Plot,Model Writer,a,a) XGBoost,Unit 3: KNIME (30 Questions)
1,729,N/A - Module 2 PDF,What is the purpose of the “Data Generator” node in KNIME?,To create visualizations,To generate synthetic data for testing,To load data from a CSV file,To automate reports,b,b) To generate synthetic data for testing,Unit 3: KNIME (30 Questions)
1,730,N/A - Module 2 PDF,Which KNIME task statement involves automating workflows?,Create interactive dashboards,Automate repetitive tasks and workflows,Import data and clean it,Establish a connection to a Big Data source,b,b) Automate repetitive tasks and workflows,Unit 3: KNIME (30 Questions)
1,731,N/A - Module 2 PDF,What is the purpose of KNIME’s “Date&Time Manipulation” node?,To create visualizations,To perform operations on date and time data,To load data from a database,To perform machine learning,b,b) To perform operations on date and time data,Unit 3: KNIME (30 Questions)
1,732,N/A - Module 2 PDF,Which KNIME node is used for creating scatter plots?,Scatter Plot,File Reader,Decision Tree,Statistics,a,a) Scatter Plot,Unit 3: KNIME (30 Questions)
1,733,N/A - Module 2 PDF,What is the benefit of KNIME’s “Hub”?,It restricts workflow access,It provides a repository for sharing and discovering workflows,It creates visualizations,It cleans data automatically,b,b) It provides a repository for sharing and discovering workflows,Unit 3: KNIME (30 Questions)
1,734,N/A - Module 2 PDF,Which KNIME node is used for video processing?,Video Processing,File Reader,Statistics,Decision Tree,a,a) Video Processing,Unit 3: KNIME (30 Questions)
1,735,N/A - Module 2 PDF,What is the purpose of KNIME’s “JSON Writer” node?,To create visualizations,To export data to a JSON file,To load data from a CSV file,To perform machine learning,b,b) To export data to a JSON file,Unit 3: KNIME (30 Questions)
1,736,N/A - Module 2 PDF,Which KNIME node is used for AdaBoost modeling?,AdaBoost,File Reader,Scatter Plot,Model Writer,a,a) AdaBoost,Unit 3: KNIME (30 Questions)
1,737,N/A - Module 2 PDF,What is the purpose of the “Column Splitter” node in KNIME?,To create visualizations,To split a column into multiple columns,To load data from a CSV file,To automate reports,b,b) To split a column into multiple columns,Unit 3: KNIME (30 Questions)
1,738,N/A - Module 2 PDF,Which KNIME feature supports real-time data streaming?,Streaming Executor,Workflow automation,Model deployment,Data cleaning,a,a) Streaming Executor,Unit 3: KNIME (30 Questions)
1,739,N/A - Module 2 PDF,What is the purpose of the “Category Imputer” node in KNIME?,To create dashboards,To handle missing categorical data,To load data from a CSV file,To automate workflows,b,b) To handle missing categorical data,Unit 3: KNIME (30 Questions)
1,740,N/A - Module 2 PDF,Which KNIME node is used for creating line charts?,Line Chart,File Reader,Decision Tree,Statistics,a,a) Line Chart,Unit 3: KNIME (30 Questions)
1,741,N/A - Module 2 PDF,What is the benefit of KNIME’s “Interactive Table View” in dashboards?,It slows down data analysis,It allows users to explore data interactively,It restricts visualization types,It requires manual configuration,b,b) It allows users to explore data interactively,Unit 3: KNIME (30 Questions)
1,742,N/A - Module 2 PDF,Which KNIME node is used for LightGBM modeling?,LightGBM,File Reader,Scatter Plot,Model Writer,a,a) LightGBM,Unit 3: KNIME (30 Questions)
1,743,N/A - Module 2 PDF,What is the purpose of the “Pivot” node in KNIME?,To create visualizations,To create pivot tables for data summarization,To load data from a CSV file,To automate reports,b,b) To create pivot tables for data summarization,Unit 3: KNIME (30 Questions)
1,744,N/A - Module 2 PDF,Which KNIME task statement involves predictive analytics?,Import data and clean it,Apply predictive analytics techniques,Establish a connection to a Big Data source,Send reports via email,b,b) Apply predictive analytics techniques,Unit 3: KNIME (30 Questions)
1,745,N/A - Module 2 PDF,What is the purpose of KNIME’s “Statistics” node?,To create visualizations,To compute descriptive statistics,To load data from a database,To perform machine learning,b,b) To compute descriptive statistics,Unit 3: KNIME (30 Questions)
1,746,N/A - Module 2 PDF,Which KNIME node is used for creating bar charts?,Bar Chart,File Reader,Decision Tree,Statistics,a,a) Bar Chart,Unit 3: KNIME (30 Questions)
1,747,N/A - Module 2 PDF,What is the benefit of KNIME’s “Community Extensions”?,They restrict workflow access,They provide additional nodes and functionalities,They create visualizations,They clean data automatically,b,b) They provide additional nodes and functionalities,Unit 3: KNIME (30 Questions)
1,748,N/A - Module 2 PDF,Which KNIME node is used for named entity recognition?,Named Entity Recognition,File Reader,Statistics,Decision Tree,a,a) Named Entity Recognition,Unit 3: KNIME (30 Questions)
1,749,N/A - Module 2 PDF,What is the purpose of KNIME’s “XML Writer” node?,To create visualizations,To export data to an XML file,To load data from a CSV file,To perform machine learning,b,b) To export data to an XML file,Unit 3: KNIME (30 Questions)
1,750,N/A - Module 2 PDF,Which KNIME node is used for CatBoost modeling?,CatBoost,File Reader,Scatter Plot,Model Writer,a,a) CatBoost Practical Use Cases and General Questions (10 Questions),Unit 3: KNIME (30 Questions)
1,751,N/A - Module 2 PDF,"In the KNIME credit scoring use case, what is the purpose of the “Scorer” node?",To create visualizations,To evaluate model performance,To clean data,To automate workflows,b,b) To evaluate model performance,Unit 3: KNIME (30 Questions)
1,752,N/A - Module 2 PDF,Which KNIME use case involves visualizing data with a Line Chart?,Budget Monitoring Report,Visualization of Sales Data,Credit Scoring,Data Blending and ETL,b,b) Visualization of Sales Data,Unit 3: KNIME (30 Questions)
1,753,N/A - Module 2 PDF,What is the purpose of the “Send Email” node in the KNIME automation example?,To create visualizations,To automate report delivery to stakeholders,To clean data,To perform machine learning,b,b) To automate report delivery to stakeholders,Unit 3: KNIME (30 Questions)
1,754,N/A - Module 2 PDF,Which KNIME use case involves calculating remaining budget for projects?,Budget Monitoring Report,Decision Tree,Visualization of Sales Data,Credit Scoring,a,a) Budget Monitoring Report,Unit 3: KNIME (30 Questions)
